Hindi,English
इलेक्ट्रॉनिक्स ,Electronics 
झगडा ,fight 
तुमारा ,yours 
हुक्मनामा ,In the decree 
फिंगरप्रिंट ,fingerprint 
कपडो ,clothes 
नसीब ,fate 
विचित्र ,strange 
बनोगे ,will become 
अलर्ट ,Alert 
उत्कृष्टता ,excellence 
तमिल ,tamil 
घोंपा ,stabbed 
हाँफ्ते ,panting 
मियामी ,miami 
कताई ,spinning 
कमेंट ,Comment 
कहिए ,say 
गोयेबल्स ,goebbels 
बोल्ड ,bold 
लैटिन ,Latin 
रुकेंगे ,will stay 
डंडा ,stick 
एकॉन ,akon 
डाउनलोड ,download 
घुमाने ,rotate 
करू ,will do 
ज़िम्मेदारी ,responsibility 
परीक्षकों ,examiners 
कार्टून ,Cartoon 
तालियां ,applause 
जुबली ,Jubilee 
बैनर्जी ,Banerjee 
अंतरात्मा ,conscience 
मनोचिकित्सक ,psychiatrist 
माननीय ,Honorable 
खिलाड़ी ,player 
पिक ,Pick 
प्रिंसिपल ,principal 
दुखता ,hurts 
सीएस ,cs 
आरपी ,rp 
चलाकर ,by driving 
एट्टाबोय ,Ettaboy 
ड्रामा ,drama 
डेकिन्स ,deakins 
तरंगों ,waves 
बास्टर्ड ,Bastard 
अक्षम ,disabled 
जागने ,waking up 
पदोन्नति ,promotion 
गोरिंग ,Goring 
धरातल ,surface 
सुनाने ,to recite 
ललित ,Lalit 
अखबारों ,newspapers 
हार्वे ,harvey 
दवाइयाँ ,medicines 
कार्पोरेशन ,corporation 
खूबसूरती ,beauty 
दिवंगत ,departed 
कोला ,Cola 
पेशी ,cells 
गिराना ,to drop 
ऊपरी ,upper 
घरघराहट ,wheezing 
ठहराते ,accommodate 
सीरम ,serum 
पुनर्भरण ,Replenishment 
चुनौतीपूर्ण ,Challenging 
यंग्ज़हौ ,yangzhou 
डार्विन ,darwin 
छोटे-छोटे ,small ones 
नवीनीकृत ,updated 
दालान ,Hallway 
साँप ,snake 
होमो ,Homo 
टकराव ,confrontation 
पेंसिल ,pencil 
प्रमुखों ,chiefs 
रूपांतरित ,transformed 
पढ़ाई ,studies 
टायर्स ,tires 
दिलों ,hearts 
वफ़ादार ,faithful 
तेज़ी ,speed 
पचा ,digested 
उत्परिवर्तित ,mutated 
मौक़ा ,chance 
सर्जरी ,surgery 
स्थिरता ,Stability 
हंगामा ,Ruckus 
बिगाड़ ,Spoil 
होरी ,Hori 
बगान ,the garden 
अनुपात ,Ratio 
संभावनाएं ,the possibilities 
आक्रामक ,Aggressive 
गलियों ,streets 
ब्रीफ़केस ,briefcase 
रंगरूट ,recruit 
फेंका ,threw 
प्रवर्तन ,enforcement 
काबुल ,Kabul 
करदाताओं ,taxpayers 
अँधेरे ,darkness 
कार्लो ,carlo 
जागृत ,wake up 
जरिया ,medium 
हेलिकॉप्टरों ,helicopters 
जहरीले ,poisonous 
राजनयिक ,Diplomat 
शोधकर्ताओं ,researchers 
माथा ,Forehead 
मेर ,my 
मंत्रालय ,Ministry 
एजेंसियों ,agencies 
इंतज़ाम ,arrangements 
पिछला ,previous 
बायीं ,left 
गतिशीलता ,mobility 
रहिए ,stay 
बोजो ,Bozo 
ट्रबल ,trouble 
चाहत ,Wanting 
मुर्दा ,dead 
रखैल ,mistress 
खेलेंगे ,will play 
आक्सीजन ,oxygen 
परिचालन ,Operation 
मानने ,to believe 
वृत्ति ,instinct 
सलामी ,salami 
चौथी ,fourth 
चौथाई ,quarter 
ठिकानों ,Bases 
ओफ्फोह ,oops 
प्रोब ,Prob 
टेकने ,to recline 
पढ़ते ,read 
उपस्थित ,present 
लम्बा ,long 
देखूं ,let me see 
कोष ,fund 
दूरदराज ,remote 
अकॉर्डियन ,accordion 
बनावट ,fake 
रफ्तार ,speed 
चुनिंदा ,selective 
चलोगे ,will you go 
पकड़ी ,caught 
गेस्ट ,guest 
समझोगे ,will you understand 
उभरते ,emerging 
स्वीकृति ,Acknowledgment 
बेरहम ,merciless 
केटल ,Kettle 
बाक़ी ,the rest 
खिलाड़ी ,player 
दानी ,Dani 
पनडुब्बी ,submarine 
नाइन ,Nine 
चढ़ना ,climb 
लिबर्टी ,liberty 
ज्वार ,tide 
डेटिंग ,dating 
मेंडलसन ,Mendelson 
किस्से ,tales 
संभालना ,handle 
आयकर ,Income tax 
खोजों ,searches 
ईंट ,Brick 
कोलाहल ,noise 
आइल ,isle 
बहुत-सी ,a lot of 
एकता ,unity 
अर्नेस्टो ,Ernesto 
कोस्टा ,costa 
अकेलापन ,Loneliness 
जिज्ञासा ,curiosity 
रिपोर्टिंग ,Reporting 
नाजी ,the nazi 
विवाहित ,married 
खुशियों ,happiness 
तर्कसंगत ,rational 
तोड़ो ,break 
परमात्मा ,Divine 
सर्वेक्षण ,Survey 
झुक ,Lean 
कारक ,Factor 
महत्तवपूर्ण ,important 
ब्रिज ,bridge 
खानों ,mines 
लाई ,to 
बायें ,left 
टोही ,reconnaissance 
मसालेदार ,spicy 
अश्लील ,obscene 
आईये ,come 
माहिर ,adept 
निपटारा ,settlement 
भूला ,forgot 
पट्टा ,belt 
हटेंगे ,will move away 
ग्रामीण ,Rural 
क्रुद्ध ,furious 
चुकाना ,to repay 
स्टैंड ,stand 
नाप ,Measure 
युवाओं ,youth 
हार्टवेल ,hartwell 
आऊं ,come over 
भूरा ,brown 
भीड़ ,Crowd 
गैंडे ,Rhinoceros 
पकड़ेगा ,will catch 
हिस्सेदारी ,equity 
एडॉल्फ ,Adolf 
जाय ,go 
पैकेट ,package 
टाइम्स ,Times 
धुआँ ,smoke 
ई-मेल ,E-mail 
सबने ,everyone has 
मांगने ,to ask for 
खतम ,finished 
टाइटेनियम ,titanium 
त्रिभुज ,triangle 
हॉल्ट ,halt 
तोड़ना ,to break 
वेब ,Web 
उतारा ,brought down 
प्रिएतो ,darling 
मानेगा ,will agree 
कोउन्सेलो ,Counselo 
ज़बरदस्त ,fantastic 
पिस्तौलदान ,holster 
फ़िश ,fish 
धागा ,thread 
सलामत ,safe and sound 
शांता ,Shanta 
तुमारी ,yours 
हल्का ,Light 
बाइनरी ,binary 
ध्वस्त ,destroyed 
हैम्बर्ग ,hamburg 
फ़्रैंज़ ,franz 
फरहान ,Farhan 
आइज़ ,Eyes 
इवान ,Ivan 
शर्मा ,Sharma 
अस्तबल ,stable 
लोर्ना ,Lorna 
मायनों ,ways 
बेदखल ,evict 
अचार ,Pickle 
आकलन ,assessment 
संदेहास्पद ,suspicious 
विरोध-प्रदर्शन ,Protest 
आठवां ,eighth 
अनुराधा ,Anuradha 
पूर्णता ,completeness 
शगुन ,omen 
जसपाल ,Jaspal 
लिखो ,Write 
महाशय ,Sir 
बेकरी ,bakery 
विश्राम ,Rest 
असंतोष ,dissatisfaction 
होठों ,lips 
नौकरानी ,Maid 
गढ़बड़ी ,citadel 
ढह ,Collapsed 
उल्लेखनीय ,notable 
इंटेल ,Intel 
इच्छुक ,Willing 
कठिनाई ,Difficulty 
ओबर्हाउज़र ,oberhauser 
मी ,I 
जेनकिंस ,jenkins 
नियुक्त ,appointed 
जड़ों ,roots 
हिंकले ,Hinckley 
पहुँचाते ,delivering 
ब ,B 
आवृत्ति ,frequency 
ख़र्च ,expenses 
ऋतु ,season 
ताकी ,so that 
पतियों ,husbands 
परिभाषित ,defined 
दुःखी ,sad 
चीफ़ ,Chief 
फुरीस ,Furies 
क्लिक्स ,clicks 
फ़ुटबॉल ,soccer 
हेयर ,Hair 
बढ़ाना ,Increase 
कठोरता ,hardness 
लगीं ,started 
मार्गदर्शक ,Guide 
नूह ,noah 
आँखे ,eyes 
पलटकर ,by turning 
ख़तरनाक ,dangerous 
उतरेंगे ,will get down 
बर्टन ,burton 
बैटमैन ,batman 
अमल ,Execution 
अप्रेंटिस ,Handyman 
फाइटर ,fighter 
गरजना ,howling 
जिक्र ,Mention 
वाया ,wasted 
पहुंचाने ,to deliver 
सीसीबी ,ccb 
पारम्परिक ,traditional 
बर्खास्त ,sacked 
मेलिंडा ,melinda 
आवरण ,cover 
कुटिल ,Crooked 
अपार ,immense 
छोड़ूँगा ,I will leave 
लार्ज ,large 
सिक्युरिटी ,Security 
शौकिया ,the amateur 
रहिये ,stay 
इन्तजार ,waiting 
खंगाला ,scrutinized 
अवसरों ,opportunities 
आयरिश ,Irish 
लिथुआनियाई ,Lithuanian 
वेस्ट ,West 
मारूंगा ,I will kill 
हमिंगबर्ड ,hummingbird 
संपादन ,editing 
दर्जी ,the tailor 
नोबेल ,Nobel 
सिरफिरा ,Madcap 
कराई ,got it done 
फाइनल ,Final 
हफ़्तों ,weeks 
दोहा ,doha 
क्रिया ,verb 
व्हू ,woo 
एफ ,F 
अनुरोधों ,requests 
उठाकर ,by picking up 
पोषण ,nutrition 
हलकों ,circles 
बीते ,past 
ड्राइंग ,Drawing 
सहलाने ,to caress 
गांठ ,Knot 
हैडली ,Hadley 
शीतकालीन ,winter 
हारी ,Lost 
हकला ,stammer 
आयें ,come 
पीआर ,PR 
वास ,the smell 
चिपका ,stuck 
दस्तखत ,signature 
अपने-अपने ,their respective 
चौथे ,fourth 
क्वेंटिन ,Quentin 
आंकड़ों ,statistics 
मिलवा ,to meet 
ट्रेजरी ,Treasury 
कृषकों ,farmers 
पश्चात ,after 
गुरुवार ,Thursday 
क्रो ,crow 
दायित्वों ,obligations 
केप ,cape 
उठाती ,picking up 
ओटिस ,otis 
टा-टा ,Bye 
हब ,hub 
एकबार ,Once 
संपादिका ,editor 
स्कलक्रशर ,Skullcrusher 
खामोशी ,silence 
हेल्पर ,helper 
जुटाने ,to raise 
पालक ,parents 
झुग्गी ,Slum 
डेला ,Day 
मूत ,pee 
अरबपति ,billionaire 
मुर्गी-चुम्बन ,hen-kissing 
अक्षमता ,disability 
डिब्बों ,Cartons 
यानी ,i.e 
तेज़ ,Fast 
उसमे ,in that 
अग्निशमन ,fire fighting 
डियाज़ ,Diaz 
उँगलियाँ ,fingers 
उनमे ,in them 
चढ़ाव ,ups and downs 
तोड़ी ,broke 
सैन्टोना ,Santona 
अथक ,tireless 
नतीजे ,consequences 
उद्योगपति ,Industrialist 
डार्ट ,dart 
नॉर्टन ,norton 
ड्रेस ,dress 
छेड़छाड़ ,Molestation 
देखेगा ,will see 
चराई ,grazing 
टोन ,tone 
निवेदन ,Request 
चखा ,tasted 
पेशा ,occupation 
सेकेंड ,seconds 
लक्ष्मण ,Laxman 
टकराने ,to collide 
इंटरनेशनल ,International 
वालशी ,Walshi 
जनशक्ति ,Manpower 
चांग ,chang 
आन ,aan 
टोंगा ,Tonga 
जस्ते ,zinc 
विश्वासघाती ,unfaithful 
दो-चार ,two four 
मानी ,agreed 
बैठकें ,meetings 
मौलिक ,original 
गर्त ,trough 
सन्निहित ,embedded 
रीटा ,Rita 
प्रतिमा ,Image 
तमिलनाडु ,Tamil Nadu 
डालूँ ,put in 
लिफ्टवाला ,liftman 
उत्पीड़न ,Harassment 
कल्याण ,welfare 
चाटना ,Licking 
गधों ,Donkeys 
चुम्बन ,the kiss 
मोहतरमाँ ,Girls 
ज़ोम्बी ,zombie 
हुओं ,hoon 
टॉपलेस ,topless 
हर्गिज ,at all times 
बेघर ,Homeless 
मिश्रित ,miscellaneous 
हेवर्द ,hayward 
फिरते ,rotates 
नहीं- ,No- 
उतारने ,take off 
खदानों ,mines 
गुज़र ,passing by 
घाट ,pier 
मार्गरक्षण ,Escort 
पच्चीस ,twenty five 
जोड़ ,Joint 
ग्रैंड ,Grand 
समर्थक ,Supporter 
